,quotes,length
2984,"Mais quand-mÃªme on accorderait cet infini en puissance, qui deviendrait un infini par la division actuelle de ses parties, on ne perdrait pas ses avantages; car le mouvement est une chose, qui a la mÃªme vertu, que la division. 
 - HoP 1",238.0
2985,"Il touche une partie de lespace sans toucher lautre, et il les touche toutes les unes aprÃ¨s les autres. 
 - HoP 1",114.0
2987,"This si is good! Divisibility is, as potentiality, the universal; there is continuity as well as negativity or the point posited in it-but posited as moment, and not as existent in and for itself. 
 - HoP 1",206.0
2988,"I can divide matter into infinitude, but I only can do so; I do not really divide it into infinitude. 
 - HoP 1",111.0
2989,"This is the infinite, that no one of its moments has reality. 
 - HoP 1",71.0
2990,"It never does happen that, in itself, one or other-that absolute limitation or absolute continuity-actually comes into existence in such a way that the other moment disappears. 
 - HoP 1",186.0
2991,"There are two absolute opposites, but they are moments, ie in the simple Notion or in the universal, in thought, if you will; for in thought, in ordinary conception, what is set forth both is and is not at the same time. 
 - HoP 1",230.0
2992,"What is represented either as such, or as an image of the conception, is not a thing; it has no Being, and yet it is not nothing. 
 - HoP 1",139.0
2993,"Space and time furthermore, as quantum, form a limited extension, and thus can be measured off; just as I do not actually divide space, neither does the body which is in motion. 
 - HoP 1",187.0
2994,"The partition of space as divided, is not absolute discontinuity PunktualitÃ¤t, nor is pure continuity the undivided and indivisible; likewise time is not pure negativity or discontinuity, but also continuity. 
 - HoP 1",219.0
2995,"Both are manifested in motion, in which the Notions have their reality for ordinary conception-pure negativity as time, continuity as space. 
 - HoP 1",150.0
2996,"Motion itself is just this actual unity in the opposition, and the sequence of both moments in this unity. 
 - HoP 1",116.0
2997,"To comprehend motion is to express its essence in the form of Notion, ie, as unity of negativity and continuity; but in them neither continuity nor discreteness can be exhibited as the true existence. 
 - HoP 1",210.0
2999,"But both these moments make their appearance as existent; if they are manifested indifferently, their Notion is no longer posited, but their existence. 
 - HoP 1",161.0
3000,"In them as existent, negativity is a limited size, and they exist as limited space and time; actual motion is progression through a limited space and a limited time and not through infinite space and infinite time. 
 - HoP 1",224.0
3001,"That what is in motion must reach the half is the assertion of continuity, ie the possibility of division as mere possibility; it is thus always possible in every space, however small. 
 - HoP 1",194.0
3002,"It is said that it is plain that the half must be reached, but in so saying, everything is allowed, including the fact that it never will be reached; for to say so in one case, is the same as saying it an infinite number of times. 
 - HoP 1",240.0
3003,"We mean, on the contrary, that in a larger space the half can be allowed, but we conceive that we must somewhere attain to a space so small that no halving is possible, or an indivisible, non-continuous space which is no space. 
 - HoP 1",237.0
3004,"This, however, is false, for continuity is a necessary determination; there is undoubtedly a smallest in space, ie a negation of continuity, but the negation is something quite abstract. 
 - HoP 1",196.0
3005,"Abstract adherence to the subdivision indicated, that is, to continuous bisection into infinitude, is likewise false, for in the conception of a half, the interruption of continuity is involved. 
 - HoP 1",204.0
3006,"We must say that there is no half of space, for space is continuous; a piece of wood may be broken into two halves, but not space, and space only exists in movement. 
 - HoP 1",175.0
3007,"It might equally be said that space consists of an endless number of points, ie of infinitely many limits and thus cannot be traversed. 
 - HoP 1",145.0
3008,"Men think themselves able to go from one indivisible point to another, but they do not thereby get any further, for of these there is an unlimited number. 
 - HoP 1",164.0
3009,"Continuity is split up into its opposite, a number which is indefinite; that is to say, if continuity is not admitted, there is no motion. 
 - HoP 1",148.0
3010,"It is false to assert that it is possible when one is reached, or that which is not continuous; for motion is connection. 
 - HoP 1",131.0
3011,"Thus when it was said that continuity is the presupposed possibility of infinite division, continuity is only the hypothesis; but what is exhibited in this continuity is the being of infinitely many, abstractly absolute limits. 
 - HoP 1",237.0
3012,"The second proof, which is also the presupposition of continuity and the manifestation of division, is called Achilles, the Swift. 
 - HoP 1",140.0
3013,"The ancients loved to clothe difficulties in sensuous representations. 
 - HoP 1",80.0
3014,"Of two bodies moving in one direction, one of which is in front and the other following at a fixed distance and moving quicker than the first, we know that the second will overtake the first. 
 - HoP 1",201.0
3015,"But Zeno says, The slower can never be overtaken by the quicker. 
 - HoP 1",74.0
3016,"And he proves it thus: The second one requires a certain space of time to reach the place from which the one pursued started at the beginning of the given period. 
 - HoP 1",172.0
3017,"Thus during the time in which the second reached the point where the first was, the latter went over a new space which the second has again to pass through in a part of this period; and in this way it goes into infinity. 
 - HoP 1",230.0
3018,"While B, in the next half hour, goes over the distance crossed by A of one mile , A has got half a mile  further, and so on into infinity. 
 - HoP 1",148.0
3020,"Aristotle, in speaking of this, puts it shortly thus. 
 - HoP 1",63.0
3021,"This proof asserts the same endless divisibility, but it is untrue, for the quick will overtake the slow body if the limits to be traversed be granted to it. 
 - HoP 1",167.0
3024,"After B, at the end of the first hour, arrives at d and A at e, A in one and the same period, that is, in the second hour, goes over the distance e g, and B the distance d g. 
 - HoP 1",184.0
3025,"But this period of time which should be one, is divisible into that in which B accomplishes d e and that in which B passes through e g. 
 - HoP 1",145.0
3026,"A has a start of the first, by which it gets over the distance e f, so that A is at f at the same period as B is at e. 
 - HoP 1",128.0
3028,"In motion two periods, as well as two points in space, are indeed one. 
 - HoP 1",80.0
3029,"If we wish to make motion clear to ourselves, we say that the body is in one place and then it goes to another; because it moves, it is no longer in the first, but yet not in the second; were it in either it would be at rest. 
 - HoP 1",235.0
3030,"Where then is it? If we say that it is between both, this is to convey nothing at all, for were it between both, it would be in a place, and this presents the same difficulty. 
 - HoP 1",185.0
3031,"But movement means to be in this place and not to be in it, and thus to be in both alike; this is the continuity of space and time which first makes motion possible. 
 - HoP 1",175.0
3032,"Zeno, in the deduction made by him, brought both these points into forcible opposition. 
 - HoP 1",97.0
3033,"The discretion of space and time we also uphold, but there must also be granted to them the overstepping of limits, ie the exhibition of limits as not being, or as being divided periods of time, which are also not divided. 
 - HoP 1",232.0
3035,"But in order that the slower may lose its precedence, it must be said that it loses its advantage of a moment of time, and indirectly the moment of space. 
 - HoP 1",164.0
3036,"Zeno makes limit, division, the moment of discretion in space and time, the only element which is enforced in the whole of his conclusions, and hence results the contradiction. 
 - HoP 1",186.0
